address,price,url,beds,baths,sqft,units,status,home_status,property_subtype,home_type,city,state,zipcode,latitude,longitude,zpid,monthly_rent,total_actual_rent,price_per_sqft,annual_property_tax,down_payment,loan_amount,monthly_mortgage_pi,monthly_taxes,monthly_insurance,monthly_vacancy,monthly_maintenance,monthly_management,monthly_capex,monthly_expenses,monthly_noi,monthly_cash_flow,cash_on_cash_return
"783 E Bissett St, Meridian, ID 83642",540000,https://www.zillow.com/homedetails/783-E-Bissett-St-Meridian-ID-83642/336013422_zpid/,3.0,3.0,2272,1,Active,FOR_SALE,,SINGLE_FAMILY,Meridian,ID,83642,43.612568,-116.38181,336013422,2000.0,2000.0,237.67605633802816,6480.0,108000.0,432000.0,2947.001529842741,540.0,157.49999999999997,100.0,100.0,160.0,100.0,4104.501529842741,842.5,-2104.5015298427406,-23.383350331586005
"1251 E Palermo St, Meridian, ID 83642",544000,https://www.zillow.com/homedetails/1251-E-Palermo-St-Meridian-ID-83642/72689940_zpid/,5.0,3.0,2423,1,Active,FOR_SALE,,SINGLE_FAMILY,Meridian,ID,83642,43.57039,-116.37872,72689940,2000.0,2000.0,224.51506397028476,6528.0,108800.0,435200.0,2968.83117080454,544.0,158.66666666666666,100.0,100.0,160.0,100.0,4131.497837471206,837.3333333333335,-2131.4978374712064,-23.509167325050072
"1128 W State St, Meridian, ID 83642",545000,https://www.zillow.com/homedetails/1128-W-State-St-Meridian-ID-83642/79651974_zpid/,4.0,3.0,2100,1,Active,FOR_SALE,,SINGLE_FAMILY,Meridian,ID,83642,43.61357,-116.407555,79651974,2000.0,2000.0,259.5238095238095,6540.0,109000.0,436000.0,2974.288581044989,545.0,158.95833333333331,100.0,100.0,160.0,100.0,4138.246914378322,836.0416666666667,-2138.246914378322,-23.54033300233015
"3308 W Zarea Dr, Meridian, ID 83642",549000,https://www.zillow.com/homedetails/3308-W-Zarea-Dr-Meridian-ID-83642/331267676_zpid/,4.0,3.0,2636,1,Active,FOR_SALE,,SINGLE_FAMILY,Meridian,ID,83642,43.55184,-116.43517,331267676,2000.0,2000.0,208.2701062215478,6588.0,109800.0,439200.0,2996.1182220067867,549.0,160.12499999999997,100.0,100.0,160.0,100.0,4165.243222006787,830.875,-2165.2432220067867,-23.66386034980095
"1459 W Julep St, Meridian, ID 83642",549990,https://www.zillow.com/homedetails/1459-W-Julep-St-Meridian-ID-83642/338344082_zpid/,4.0,2.0,2025,1,Active,FOR_SALE,,SINGLE_FAMILY,Meridian,ID,83642,43.573925,-116.41217,338344082,2000.0,2000.0,271.6,6599.88,109998.0,439992.0,3001.5210581448323,549.99,160.41374999999996,100.0,100.0,160.0,100.0,4171.924808144833,829.59625,-2171.924808144833,-23.694155982597863
"2079 S Border Way, Meridian, ID 83642",549990,https://www.zillow.com/homedetails/2079-S-Border-Way-Meridian-ID-83642/462300668_zpid/,4.0,2.0,2025,1,Active,FOR_SALE,,SINGLE_FAMILY,Meridian,ID,83642,43.58606,-116.42801,462300668,2000.0,2000.0,271.6,6599.88,109998.0,439992.0,3001.5210581448323,549.99,160.41374999999996,100.0,100.0,160.0,100.0,4171.924808144833,829.59625,-2171.924808144833,-23.694155982597863
"3785 W Piscina Dr, Meridian, ID 83642",549990,https://www.zillow.com/homedetails/3785-W-Piscina-Dr-Meridian-ID-83642/462148447_zpid/,4.0,3.0,2332,1,Active,FOR_SALE,,SINGLE_FAMILY,Meridian,ID,83642,43.556614,-116.440895,462148447,2000.0,2000.0,235.84476843910807,6599.88,109998.0,439992.0,3001.5210581448323,549.99,160.41374999999996,100.0,100.0,160.0,100.0,4171.924808144833,829.59625,-2171.924808144833,-23.694155982597863
"1428 W Elias Dr, Meridian, ID 83642",550000,https://www.zillow.com/homedetails/1428-W-Elias-Dr-Meridian-ID-83642/306077129_zpid/,3.0,2.0,1728,1,Active,FOR_SALE,,SINGLE_FAMILY,Meridian,ID,83642,43.58772,-116.41173,306077129,2000.0,2000.0,318.287037037037,6600.0,110000.0,440000.0,3001.5756322472366,550.0,160.41666666666666,100.0,100.0,160.0,100.0,4171.992298913903,829.5833333333335,-2171.992298913903,-23.694461442697126
"1986 E Griffon St, Meridian, ID 83642",559900,https://www.zillow.com/homedetails/1986-E-Griffon-St-Meridian-ID-83642/79706409_zpid/,4.0,2.0,1834,1,Coming Soon,FOR_SALE,,SINGLE_FAMILY,Meridian,ID,83642,43.584244,-116.3697,79706409,2000.0,2000.0,305.288985823337,6718.8,111980.0,447920.0,3055.6039936276866,559.9,163.30416666666665,100.0,100.0,160.0,100.0,4238.808160294353,816.7958333333333,-2238.808160294353,-23.991514487883762
"3363 Kalinga Ln, Meridian, ID 83642",559900,https://www.zillow.com/homedetails/3363-Kalinga-Ln-Meridian-ID-83642/339432622_zpid/,3.0,2.0,1660,1,Active,FOR_SALE,,SINGLE_FAMILY,Meridian,ID,83642,43.559692,-116.352104,339432622,2000.0,2000.0,337.28915662650604,6718.8,111980.0,447920.0,3055.6039936276866,559.9,163.30416666666665,100.0,100.0,160.0,100.0,4238.808160294353,816.7958333333333,-2238.808160294353,-23.991514487883762
"5315 S Memory Ave, Meridian, ID 83642",559990,https://www.zillow.com/homedetails/5315-S-Memory-Ave-Meridian-ID-83642/461621034_zpid/,4.0,2.0,2100,1,Active,FOR_SALE,,SINGLE_FAMILY,Meridian,ID,83642,43.556435,-116.43934,461621034,2000.0,2000.0,266.66190476190474,6719.88,111998.0,447992.0,3056.0951605493274,559.99,163.33041666666665,100.0,100.0,160.0,100.0,4239.415577215994,816.6795833333333,-2239.415577215994,-23.99416679457841
"3803 W Piscina Dr, Meridian, ID 83642",559990,https://www.zillow.com/homedetails/3803-W-Piscina-Dr-Meridian-ID-83642/462440615_zpid/,5.0,3.0,2530,1,Active,FOR_SALE,,SINGLE_FAMILY,Meridian,ID,83642,43.556736,-116.44113,462440615,2000.0,2000.0,221.3399209486166,6719.88,111998.0,447992.0,3056.0951605493274,559.99,163.33041666666665,100.0,100.0,160.0,100.0,4239.415577215994,816.6795833333333,-2239.415577215994,-23.99416679457841
"2662 W Jayton Dr, Meridian, ID 83642",565000,https://www.zillow.com/homedetails/2662-W-Jayton-Dr-Meridian-ID-83642/241993756_zpid/,5.0,3.0,2710,1,Active,FOR_SALE,,SINGLE_FAMILY,Meridian,ID,83642,43.611694,-116.426865,241993756,2000.0,2000.0,208.48708487084872,6780.0,113000.0,452000.0,3083.4367858539795,565.0,164.79166666666666,100.0,100.0,160.0,100.0,4273.228452520646,810.2083333333335,-2273.228452520646,-24.140479141812172
"3824 W Aspen Creek Ct, Meridian, ID 83642",569000,https://www.zillow.com/homedetails/3824-W-Aspen-Creek-Ct-Meridian-ID-83642/79645562_zpid/,3.0,2.0,1891,1,Active,FOR_SALE,,SINGLE_FAMILY,Meridian,ID,83642,43.61873,-116.44123,79645562,2000.0,2000.0,300.89899524061343,6828.0,113800.0,455200.0,3105.2664268157773,569.0,165.95833333333331,100.0,100.0,160.0,100.0,4300.224760149111,805.0416666666667,-2300.224760149111,-24.25544562547393
"5361 S Snowden Ave, Meridian, ID 83642",569000,https://www.zillow.com/homedetails/5361-S-Snowden-Ave-Meridian-ID-83642/339433330_zpid/,4.0,3.0,2535,1,Active,FOR_SALE,,SINGLE_FAMILY,Meridian,ID,83642,43.556072,-116.39324,339433330,2000.0,2000.0,224.45759368836292,6828.0,113800.0,455200.0,3105.2664268157773,569.0,165.95833333333331,100.0,100.0,160.0,100.0,4300.224760149111,805.0416666666667,-2300.224760149111,-24.25544562547393
"4687 W Blue Creek Ct, Meridian, ID 83642",569900,https://www.zillow.com/homedetails/4687-W-Blue-Creek-Ct-Meridian-ID-83642/79679062_zpid/,4.0,3.0,2855,1,Active,FOR_SALE,,SINGLE_FAMILY,Meridian,ID,83642,43.616688,-116.452286,79679062,2000.0,2000.0,199.61471103327494,6838.8,113980.0,455920.0,3110.178096032182,569.9,166.22083333333333,100.0,100.0,160.0,100.0,4306.2989293655155,803.8791666666666,-2306.2989293655155,-24.281090675895932
"6086 S Corsican Ave, Meridian, ID 83642",569900,https://www.zillow.com/homedetails/6086-S-Corsican-Ave-Meridian-ID-83642/339431609_zpid/,3.0,2.0,1900,1,Active,FOR_SALE,,SINGLE_FAMILY,Meridian,ID,83642,43.54946,-116.4291,339431609,2000.0,2000.0,299.94736842105266,6838.8,113980.0,455920.0,3110.178096032182,569.9,166.22083333333333,100.0,100.0,160.0,100.0,4306.2989293655155,803.8791666666666,-2306.2989293655155,-24.281090675895932
"5038 S Palatino Ln, Meridian, ID 83642",572500,https://www.zillow.com/homedetails/5038-S-Palatino-Ln-Meridian-ID-83642/339432603_zpid/,3.0,3.0,2160,1,Active,FOR_SALE,,SINGLE_FAMILY,Meridian,ID,83642,43.559166,-116.35336,339432603,2000.0,2000.0,265.0462962962963,6870.0,114500.0,458000.0,3124.367362657351,572.5,166.97916666666666,100.0,100.0,160.0,100.0,4323.846529324017,800.5208333333335,-2323.846529324017,-24.354723451430747
"5392 S Memory Pl, Meridian, ID 83642",579000,https://www.zillow.com/homedetails/5392-S-Memory-Pl-Meridian-ID-83642/441934958_zpid/,5.0,3.0,2710,1,Active,FOR_SALE,,SINGLE_FAMILY,Meridian,ID,83642,43.555813,-116.439026,441934958,2000.0,2000.0,213.6531365313653,6948.0,115800.0,463200.0,3159.8405292202724,579.0,168.87499999999997,100.0,100.0,160.0,100.0,4367.715529220272,792.125,-2367.7155292202724,-24.535912219899195
"3892 E Eisenhower Dr, Meridian, ID 83642",579000,https://www.zillow.com/homedetails/3892-E-Eisenhower-Dr-Meridian-ID-83642/79609369_zpid/,3.0,4.0,2526,1,Active,FOR_SALE,,SINGLE_FAMILY,Meridian,ID,83642,43.61353,-116.34596,79609369,2000.0,2000.0,229.21615201900238,6948.0,115800.0,463200.0,3159.8405292202724,579.0,168.87499999999997,100.0,100.0,160.0,100.0,4367.715529220272,792.125,-2367.7155292202724,-24.535912219899195
"1561 N Parkshire Way, Meridian, ID 83642",579700,https://www.zillow.com/homedetails/1561-N-Parkshire-Way-Meridian-ID-83642/338346827_zpid/,3.0,2.0,1881,1,Active,FOR_SALE,,SINGLE_FAMILY,Meridian,ID,83642,43.61875,-116.40172,338346827,2000.0,2000.0,308.187134502924,6956.400000000001,115940.0,463760.0,3163.6607163885874,579.7,169.07916666666665,100.0,100.0,160.0,100.0,4372.439883055254,791.2208333333333,-2372.4398830552536,-24.555182505315717
"717 W Lyra St, Meridian, ID 83642",584900,https://www.zillow.com/homedetails/717-W-Lyra-St-Meridian-ID-83642/2053517348_zpid/,4.0,3.0,2673,1,Active,FOR_SALE,,SINGLE_FAMILY,Meridian,ID,83642,43.564045,-116.40268,2053517348,2000.0,2000.0,218.81780770669658,7018.8,116980.0,467920.0,3192.039249638925,584.9,170.59583333333333,100.0,100.0,160.0,100.0,4407.535082972258,784.5041666666666,-2407.5350829722584,-24.696889208127114
"1196 W Pack River Dr, Meridian, ID 83642",584990,https://www.zillow.com/homedetails/1196-W-Pack-River-Dr-Meridian-ID-83642/455521408_zpid/,5.0,3.0,2317,1,Active,FOR_SALE,,SINGLE_FAMILY,Meridian,ID,83642,43.54442,-116.40888,455521408,2000.0,2000.0,252.4773413897281,7019.88,116998.0,467992.0,3192.5304165605653,584.99,170.6220833333333,100.0,100.0,160.0,100.0,4408.142499893898,784.3879166666666,-2408.1424998938983,-24.699319645401445
"8056 S Diamond River Ave, Meridian, ID 83642",587777,https://www.zillow.com/homedetails/8056-S-Diamond-River-Ave-Meridian-ID-83642/443084924_zpid/,3.0,3.0,2400,1,Active,FOR_SALE,,SINGLE_FAMILY,Meridian,ID,83642,43.53153,-116.40938,443084924,2000.0,2000.0,244.90708333333333,7053.3240000000005,117555.40000000001,470221.6,3207.7402189006975,587.777,171.4349583333333,100.0,100.0,160.0,100.0,4426.95217723403,780.7880416666667,-2426.9521772340304,-24.774213797756943
"6261 S Palatino Way, Meridian, ID 83642",594900,https://www.zillow.com/homedetails/6261-S-Palatino-Way-Meridian-ID-83642/336015765_zpid/,4.0,3.0,2419,1,Active,FOR_SALE,,SINGLE_FAMILY,Meridian,ID,83642,43.54785,-116.35383,336015765,2000.0,2000.0,245.92806945018603,7138.8,118980.0,475920.0,3246.61335204342,594.9,173.51249999999996,100.0,100.0,160.0,100.0,4475.02585204342,771.5875000000001,-2475.02585204342,-24.962439254093997
"6379 S Utmost Ln, Meridian, ID 83642",595000,https://www.zillow.com/homedetails/6379-S-Utmost-Ln-Meridian-ID-83642/351357899_zpid/,3.0,3.0,1902,1,Active,FOR_SALE,,SINGLE_FAMILY,Meridian,ID,83642,43.546806,-116.36416,351357899,2000.0,2000.0,312.8286014721346,7140.0,119000.0,476000.0,3247.159093067465,595.0,173.54166666666666,100.0,100.0,160.0,100.0,4475.700759734132,771.4583333333335,-2475.7007597341317,-24.965049677991242
"2688 W Forecast St, Meridian, ID 83642",599900,https://www.zillow.com/homedetails/2688-W-Forecast-St-Meridian-ID-83642/79630063_zpid/,5.0,4.0,2951,1,Active,FOR_SALE,,SINGLE_FAMILY,Meridian,ID,83642,43.615486,-116.42716,79630063,2000.0,2000.0,203.28702134869536,7198.8,119980.0,479920.0,3273.900403245668,599.9,174.9708333333333,100.0,100.0,160.0,100.0,4508.771236579001,765.1291666666666,-2508.771236579001,-25.091894348181377
"6347 S Utmost Ln, Meridian, ID 83642",599900,https://www.zillow.com/homedetails/6347-S-Utmost-Ln-Meridian-ID-83642/375022378_zpid/,3.0,3.0,2122,1,Active,FOR_SALE,,SINGLE_FAMILY,Meridian,ID,83642,43.547115,-116.36417,375022378,2000.0,2000.0,282.70499528746467,7198.8,119980.0,479920.0,3273.900403245668,599.9,174.9708333333333,100.0,100.0,160.0,100.0,4508.771236579001,765.1291666666666,-2508.771236579001,-25.091894348181377
"2710 W Gidran, Meridian, ID 83642",599900,https://www.zillow.com/homedetails/2710-W-Gidran-Meridian-ID-83642/460549199_zpid/,3.0,3.0,2084,1,Active,FOR_SALE,,SINGLE_FAMILY,Meridian,ID,83642,43.548676,-116.42744,460549199,2000.0,2000.0,287.8598848368522,7198.8,119980.0,479920.0,3273.900403245668,599.9,174.9708333333333,100.0,100.0,160.0,100.0,4508.771236579001,765.1291666666666,-2508.771236579001,-25.091894348181377
"4469 S Colditz Way, Meridian, ID 83642",599900,https://www.zillow.com/homedetails/4469-S-Colditz-Way-Meridian-ID-83642/441936711_zpid/,4.0,3.0,2760,1,Active,FOR_SALE,,SINGLE_FAMILY,Meridian,ID,83642,43.563995,-116.403336,441936711,2000.0,2000.0,217.35507246376812,7198.8,119980.0,479920.0,3273.900403245668,599.9,174.9708333333333,100.0,100.0,160.0,100.0,4508.771236579001,765.1291666666666,-2508.771236579001,-25.091894348181377
"1013 E Radiant Ridge Dr, Meridian, ID 83642",599900,https://www.zillow.com/homedetails/1013-E-Radiant-Ridge-Dr-Meridian-ID-83642/122257889_zpid/,3.0,2.0,1703,1,Active,FOR_SALE,,SINGLE_FAMILY,Meridian,ID,83642,43.567673,-116.38158,122257889,2000.0,2000.0,352.2607163828538,7198.8,119980.0,479920.0,3273.900403245668,599.9,174.9708333333333,100.0,100.0,160.0,100.0,4508.771236579001,765.1291666666666,-2508.771236579001,-25.091894348181377
"2709 W Gidran, Meridian, ID 83642",599900,https://www.zillow.com/homedetails/2709-W-Gidran-Meridian-ID-83642/461944505_zpid/,3.0,3.0,2084,1,Active,FOR_SALE,,SINGLE_FAMILY,Meridian,ID,83642,43.548313,-116.427444,461944505,2000.0,2000.0,287.8598848368522,7198.8,119980.0,479920.0,3273.900403245668,599.9,174.9708333333333,100.0,100.0,160.0,100.0,4508.771236579001,765.1291666666666,-2508.771236579001,-25.091894348181377
"4602 S Selatir Way, Meridian, ID 83642",610000,https://www.zillow.com/homedetails/4602-S-Selatir-Way-Meridian-ID-83642/2060260372_zpid/,3.0,2.0,1928,1,Active,FOR_SALE,,SINGLE_FAMILY,Meridian,ID,83642,43.56293,-116.339584,2060260372,2000.0,2000.0,316.3900414937759,7320.0,122000.0,488000.0,3329.020246674208,610.0,177.91666666666666,100.0,100.0,160.0,100.0,4576.9369133408745,752.0833333333335,-2576.9369133408745,-25.346920459090573
"2882 Groom Way, Meridian, ID 83642",615000,https://www.zillow.com/homedetails/2882-Groom-Way-Meridian-ID-83642/79656309_zpid/,4.0,3.0,2318,1,Active,FOR_SALE,,SINGLE_FAMILY,Meridian,ID,83642,43.578754,-116.34869,79656309,2000.0,2000.0,265.3149266609146,7380.0,123000.0,492000.0,3356.307297876456,615.0,179.375,100.0,100.0,160.0,100.0,4610.682297876456,745.625,-2610.682297876456,-25.47007119879469
"2126 S Weimaraner Way, Meridian, ID 83642",619000,https://www.zillow.com/homedetails/2126-S-Weimaraner-Way-Meridian-ID-83642/79626183_zpid/,4.0,2.0,2262,1,Active,FOR_SALE,,SINGLE_FAMILY,Meridian,ID,83642,43.585598,-116.379875,79626183,2000.0,2000.0,273.65163572060123,7428.0,123800.0,495200.0,3378.1369388382536,619.0,180.54166666666666,100.0,100.0,160.0,100.0,4637.678605504921,740.4583333333335,-2637.6786055049206,-25.56715934253558
"2135 S Border Way, Meridian, ID 83642",619990,https://www.zillow.com/homedetails/2135-S-Border-Way-Meridian-ID-83642/461387652_zpid/,5.0,3.0,2317,1,Active,FOR_SALE,,SINGLE_FAMILY,Meridian,ID,83642,43.58562,-116.42854,461387652,2000.0,2000.0,267.58308157099697,7439.88,123998.0,495992.0,3383.5397749762988,619.99,180.83041666666665,100.0,100.0,160.0,100.0,4644.360191642965,739.1795833333333,-2644.360191642965,-25.59099525775866
"806 E Escalation St, Meridian, ID 83642",624900,https://www.zillow.com/homedetails/806-E-Escalation-St-Meridian-ID-83642/461347262_zpid/,3.0,2.0,1960,1,Active,FOR_SALE,,SINGLE_FAMILY,Meridian,ID,83642,43.549316,-116.38383,461347262,2000.0,2000.0,318.8265306122449,7498.8,124980.0,499920.0,3410.3356592569057,624.9,182.26249999999996,100.0,100.0,160.0,100.0,4677.498159256906,732.8375000000001,-2677.4981592569056,-25.708095624166162
"4386 W Newland St, Meridian, ID 83642",624988,https://www.zillow.com/homedetails/4386-W-Newland-St-Meridian-ID-83642/83171360_zpid/,4.0,3.0,2622,1,Active,FOR_SALE,,SINGLE_FAMILY,Meridian,ID,83642,43.61066,-116.44832,83171360,2000.0,2000.0,238.36308161708618,7499.856,124997.6,499990.4,3410.8159113580655,624.9879999999999,182.28816666666663,100.0,100.0,160.0,100.0,4678.092078024732,732.7238333333335,-2678.0920780247316,-25.71017758444704
"4163 E Fratello St, Meridian, ID 83642",625000,https://www.zillow.com/homedetails/4163-E-Fratello-St-Meridian-ID-83642/338346897_zpid/,3.0,2.0,1982,1,Active,FOR_SALE,,SINGLE_FAMILY,Meridian,ID,83642,43.565025,-116.3423,338346897,2000.0,2000.0,315.3380423814329,7500.0,125000.0,500000.0,3410.8814002809504,625.0,182.29166666666666,100.0,100.0,160.0,100.0,4678.173066947617,732.7083333333335,-2678.1730669476174,-25.710461442697124
"6104 S Corsican Ave, Meridian, ID 83642",625000,https://www.zillow.com/homedetails/6104-S-Corsican-Ave-Meridian-ID-83642/339431610_zpid/,5.0,3.0,2897,1,Active,FOR_SALE,,SINGLE_FAMILY,Meridian,ID,83642,43.549236,-116.42901,339431610,2000.0,2000.0,215.74042112530205,7500.0,125000.0,500000.0,3410.8814002809504,625.0,182.29166666666666,100.0,100.0,160.0,100.0,4678.173066947617,732.7083333333335,-2678.1730669476174,-25.710461442697124
"2979 E Ragusa St, Meridian, ID 83642",629000,https://www.zillow.com/homedetails/2979-E-Ragusa-St-Meridian-ID-83642/83174606_zpid/,4.0,3.0,2459,1,Active,FOR_SALE,,SINGLE_FAMILY,Meridian,ID,83642,43.56696,-116.35717,83174606,2000.0,2000.0,255.79503863359088,7548.0,125800.0,503200.0,3432.7110412427487,629.0,183.45833333333334,100.0,100.0,160.0,100.0,4705.169374576082,727.5416666666665,-2705.169374576082,-25.804477340948317
"1940 E Phenomenal St, Meridian, ID 83642",629900,https://www.zillow.com/homedetails/1940-E-Phenomenal-St-Meridian-ID-83642/348196240_zpid/,3.0,2.0,1878,1,New,FOR_SALE,,SINGLE_FAMILY,Meridian,ID,83642,43.54842,-116.37016,348196240,2000.0,2000.0,335.4100106496273,7558.8,125980.0,503920.0,3437.6227104591535,629.9,183.7208333333333,100.0,100.0,160.0,100.0,4711.243543792487,726.3791666666666,-2711.243543792487,-25.825466364113225
"1011 W Riodosa Dr, Meridian, ID 83642",629900,https://www.zillow.com/homedetails/1011-W-Riodosa-Dr-Meridian-ID-83642/239900209_zpid/,4.0,3.0,2629,1,Active,FOR_SALE,,SINGLE_FAMILY,Meridian,ID,83642,43.57324,-116.40633,239900209,2000.0,2000.0,239.5968048687714,7558.8,125980.0,503920.0,3437.6227104591535,629.9,183.7208333333333,100.0,100.0,160.0,100.0,4711.243543792487,726.3791666666666,-2711.243543792487,-25.825466364113225
"1084 E Escalation St, Meridian, ID 83642",629900,https://www.zillow.com/homedetails/1084-E-Escalation-St-Meridian-ID-83642/461600738_zpid/,3.0,3.0,1897,1,Active,FOR_SALE,,SINGLE_FAMILY,Meridian,ID,83642,43.5493,-116.38037,461600738,2000.0,2000.0,332.0506062203479,7558.8,125980.0,503920.0,3437.6227104591535,629.9,183.7208333333333,100.0,100.0,160.0,100.0,4711.243543792487,726.3791666666666,-2711.243543792487,-25.825466364113225
"3043 S Slate Creek Way, Meridian, ID 83642",634900,https://www.zillow.com/homedetails/3043-S-Slate-Creek-Way-Meridian-ID-83642/79690859_zpid/,5.0,3.0,2528,1,Active,FOR_SALE,,SINGLE_FAMILY,Meridian,ID,83642,43.577316,-116.36146,79690859,2000.0,2000.0,251.14715189873417,7618.8,126980.0,507920.0,3464.909761661401,634.9,185.17916666666665,100.0,100.0,160.0,100.0,4744.988928328067,719.9208333333333,-2744.9889283280672,-25.940988454825014
"844 E Escalation St, Meridian, ID 83642",639900,https://www.zillow.com/homedetails/844-E-Escalation-St-Meridian-ID-83642/461600201_zpid/,3.0,3.0,1938,1,Active,FOR_SALE,,SINGLE_FAMILY,Meridian,ID,83642,43.549267,-116.382805,461600201,2000.0,2000.0,330.1857585139319,7678.8,127980.0,511920.0,3492.196812863648,639.9,186.63749999999996,100.0,100.0,160.0,100.0,4778.734312863648,713.4625000000001,-2778.7343128636476,-26.054705230789004
"4262 E Rincon Dr, Meridian, ID 83642",639990,https://www.zillow.com/homedetails/4262-E-Rincon-Dr-Meridian-ID-83642/462440614_zpid/,5.0,3.0,2530,1,Active,FOR_SALE,,SINGLE_FAMILY,Meridian,ID,83642,43.558098,-116.340225,462440614,2000.0,2000.0,252.9604743083004,7679.88,127998.0,511992.0,3492.687979785289,639.99,186.66374999999996,100.0,100.0,160.0,100.0,4779.341729785288,713.34625,-2779.3417297852884,-26.056735853234787
"1218 W Pack River Dr, Meridian, ID 83642",639990,https://www.zillow.com/homedetails/1218-W-Pack-River-Dr-Meridian-ID-83642/462148835_zpid/,5.0,3.0,2700,1,Active,FOR_SALE,,SINGLE_FAMILY,Meridian,ID,83642,43.544575,-116.40902,462148835,2000.0,2000.0,237.03333333333333,7679.88,127998.0,511992.0,3492.687979785289,639.99,186.66374999999996,100.0,100.0,160.0,100.0,4779.341729785288,713.34625,-2779.3417297852884,-26.056735853234787
"3780 W Amapola Dr, Meridian, ID 83642",647990,https://www.zillow.com/homedetails/3780-W-Amapola-Dr-Meridian-ID-83642/461139825_zpid/,4.0,3.0,3250,1,Active,FOR_SALE,,SINGLE_FAMILY,Meridian,ID,83642,43.55604,-116.44096,461139825,2000.0,2000.0,199.38153846153847,7775.88,129598.0,518392.0,3536.347261708885,647.99,188.9970833333333,100.0,100.0,160.0,100.0,4833.334345042219,703.0129166666666,-2833.334345042219,-26.234982129744772
"675 W Cedarburg Dr, Meridian, ID 83642",650000,https://www.zillow.com/homedetails/675-W-Cedarburg-Dr-Meridian-ID-83642/338343801_zpid/,4.0,3.0,2087,1,Active,FOR_SALE,,SINGLE_FAMILY,Meridian,ID,83642,43.616257,-116.4019,338343801,2000.0,2000.0,311.4518447532343,7800.0,130000.0,520000.0,3547.3166562921883,650.0,189.5833333333333,100.0,100.0,160.0,100.0,4846.899989625522,700.4166666666667,-2846.899989625522,-26.279076827312508
"Foxfire Plan, Skybreak",659800,https://www.zillow.com/community/skybreak/460957738_zpid/,4.0,2.0,2061,1,New construction,FOR_SALE,,SINGLE_FAMILY,Meridian,ID,83642,43.540447,-116.352776,460957738,2000.0,2000.0,320.13585638039785,7917.6,131960.0,527840.0,3600.7992766485936,659.8000000000001,192.44166666666663,100.0,100.0,160.0,100.0,4913.04094331526,687.7583333333332,-2913.04094331526,-26.490217732481902
"2829 Warlander, Meridian, ID 83642",659900,https://www.zillow.com/homedetails/2829-Warlander-Meridian-ID-83642/460228578_zpid/,5.0,3.0,2400,1,Active,FOR_SALE,,SINGLE_FAMILY,Meridian,ID,83642,43.54769,-116.4291,460228578,2000.0,2000.0,274.9583333333333,7918.8,131980.0,527920.0,3601.3450176726387,659.9,192.4708333333333,100.0,100.0,160.0,100.0,4913.715851005973,687.6291666666666,-2913.7158510059726,-26.492339909131434
"7033 S Zenith Ave, Meridian, ID 83642",664997,https://www.zillow.com/homedetails/7033-S-Zenith-Ave-Meridian-ID-83642/403165470_zpid/,4.0,3.0,2607,1,Active,FOR_SALE,,SINGLE_FAMILY,Meridian,ID,83642,43.540848,-116.3739,403165470,2000.0,2000.0,255.0813195243575,7979.964,132999.4,531997.6,3629.16143766821,664.997,193.9574583333333,100.0,100.0,160.0,100.0,4948.115896001544,681.0455416666668,-2948.1158960015437,-26.59966191728574
"3407 E Gisborne St, Meridian, ID 83642",684500,https://www.zillow.com/homedetails/3407-E-Gisborne-St-Meridian-ID-83642/306076588_zpid/,5.0,3.0,2531,1,Active,FOR_SALE,,SINGLE_FAMILY,Meridian,ID,83642,43.54846,-116.35184,306076588,2000.0,2000.0,270.4464638482813,8214.0,136900.0,547600.0,3735.597309587697,684.5,199.6458333333333,100.0,100.0,160.0,100.0,5079.74314292103,655.8541666666667,-3079.74314292103,-26.995557132982
"1156 W Switchgrass Dr, Meridian, ID 83642",689000,https://www.zillow.com/homedetails/1156-W-Switchgrass-Dr-Meridian-ID-83642/459696113_zpid/,4.0,3.0,2667,1,Active,FOR_SALE,,SINGLE_FAMILY,Meridian,ID,83642,43.52714,-116.40827,459696113,2000.0,2000.0,258.3427071616048,8268.0,137800.0,551200.0,3760.15565566972,689.0,200.9583333333333,100.0,100.0,160.0,100.0,5110.113989003053,650.0416666666667,-3110.1139890030527,-27.083721239504083
"904 E Escalation St, Meridian, ID 83642",689777,https://www.zillow.com/homedetails/904-E-Escalation-St-Meridian-ID-83642/462134729_zpid/,3.0,3.0,2122,1,Active,FOR_SALE,,SINGLE_FAMILY,Meridian,ID,83642,43.54932,-116.3825,462134729,2000.0,2000.0,325.059849198869,8277.324,137955.4,551821.6,3764.396063426549,689.777,201.1849583333333,100.0,100.0,160.0,100.0,5115.358021759883,649.0380416666667,-3115.358021759883,-27.0988277813834
"1064 W Cub River Dr, Meridian, ID 83642",689990,https://www.zillow.com/homedetails/1064-W-Cub-River-Dr-Meridian-ID-83642/462440760_zpid/,4.0,4.0,2870,1,Active,FOR_SALE,,SINGLE_FAMILY,Meridian,ID,83642,43.545956,-116.40698,462440760,2000.0,2000.0,240.41463414634146,8279.880000000001,137998.0,551992.0,3765.5584918077648,689.9900000000001,201.2470833333333,100.0,100.0,160.0,100.0,5116.795575141098,648.7629166666666,-3116.795575141098,-27.10296301518368
