address,price,url,beds,baths,sqft,units,status,home_status,property_subtype,home_type,city,state,zipcode,latitude,longitude,zpid,monthly_rent,total_actual_rent,price_per_sqft,annual_property_tax,down_payment,loan_amount,monthly_mortgage_pi,monthly_taxes,monthly_insurance,monthly_vacancy,monthly_maintenance,monthly_management,monthly_capex,monthly_expenses,monthly_noi,monthly_cash_flow,cash_on_cash_return
"424 W Cherry Ln Trailer 132, Meridian, ID 83642",114900,https://www.zillow.com/homedetails/424-W-Cherry-Ln-TRAILER-132-Meridian-ID-83642/190074094_zpid/,3.0,2.0,900,1,Active,FOR_SALE,,MANUFACTURED,Meridian,ID,83642,43.622665,-116.399605,190074094,2000.0,2000.0,127.66666666666667,1378.8,22980.0,91920.0,627.05643662765,114.89999999999999,33.512499999999996,100.0,100.0,160.0,100.0,1235.46893662765,1391.5875,764.53106337235,39.92329312649347
"424 W Cherry Ln, Meridian, ID 83642",114900,https://www.zillow.com/homedetails/424-W-Cherry-Ln-Meridian-ID-83642/239901460_zpid/,3.0,2.0,1033,1,Active,FOR_SALE,,MANUFACTURED,Meridian,ID,83642,43.61943,-116.39965,239901460,2000.0,2000.0,111.22942884801549,1378.8,22980.0,91920.0,627.05643662765,114.89999999999999,33.512499999999996,100.0,100.0,160.0,100.0,1235.46893662765,1391.5875,764.53106337235,39.92329312649347
"424 W Cherry Ln Trailer 53, Meridian, ID 83642",159000,https://www.zillow.com/homedetails/424-W-Cherry-Ln-TRAILER-53-Meridian-ID-83642/190077929_zpid/,4.0,2.0,1792,1,For sale by owner,FOR_SALE,,MANUFACTURED,Meridian,ID,83642,43.62109,-116.39953,190077929,2000.0,2000.0,88.72767857142857,1908.0,31800.0,127200.0,867.7282282314738,159.0,46.37499999999999,100.0,100.0,160.0,100.0,1533.1032282314738,1334.625,466.89677176852615,17.618746104472685
"700 E Fairview Ave Trailer 28, Meridian, ID 83642",185000,https://www.zillow.com/homedetails/700-E-Fairview-Ave-TRAILER-28-Meridian-ID-83642/448845078_zpid/,3.0,2.0,2496,1,New,FOR_SALE,,MANUFACTURED,Meridian,ID,83642,43.620415,-116.38851,448845078,2000.0,2000.0,74.11858974358974,2220.0,37000.0,148000.0,1009.6208944831614,185.0,53.95833333333332,100.0,100.0,160.0,100.0,1708.5792278164947,1301.0416666666667,291.4207721835053,9.45148450324882
"918 NW 4th St, Meridian, ID 83642",674900,https://www.zillow.com/homedetails/918-NW-4th-St-Meridian-ID-83642/79631655_zpid/,6.0,3.0,3072,3,Active,FOR_SALE,Triplex,MULTI_FAMILY,Meridian,ID,83642,43.6125,-116.397995,79631655,6000.0,6000.0,219.69401041666666,8098.8,134980.0,539920.0,3683.2061712793816,674.9,196.8458333333333,300.0,300.0,480.0,300.0,5934.9520046127145,3748.2541666666666,65.04799538728548,0.5782900760463963
"19 S Rose Cir, Meridian, ID 83642",230000,https://www.zillow.com/homedetails/19-S-Rose-Cir-Meridian-ID-83642/79604311_zpid/,2.0,2.0,1344,1,Active,FOR_SALE,,MANUFACTURED,Meridian,ID,83642,43.603577,-116.394295,79604311,2000.0,2000.0,171.13095238095238,2760.0,46000.0,184000.0,1255.2043553033898,230.0,67.08333333333333,100.0,100.0,160.0,100.0,2012.287688636723,1242.9166666666667,-12.287688636723033,-0.3205483992188617
"714 NW 8th St, Meridian, ID 83642",259000,https://www.zillow.com/homedetails/714-NW-8th-St-Meridian-ID-83642/79591858_zpid/,2.0,1.0,975,1,Active,FOR_SALE,,CONDO,Meridian,ID,83642,43.610413,-116.40391,79591858,2000.0,2000.0,265.64102564102564,3108.0,51800.0,207200.0,1413.469252276426,259.0,75.54166666666666,100.0,100.0,160.0,100.0,2208.0109189430927,1205.4583333333335,-208.01091894309275,-4.818785767021454
"728 NW 8th St, Meridian, ID 83642",287400,https://www.zillow.com/homedetails/728-NW-8th-St-Meridian-ID-83642/79650237_zpid/,2.0,1.0,975,1,Active,FOR_SALE,,CONDO,Meridian,ID,83642,43.61071,-116.40391,79650237,2000.0,2000.0,294.7692307692308,3448.8,57480.0,229920.0,1568.4597031051924,287.40000000000003,83.82499999999999,100.0,100.0,160.0,100.0,2399.6847031051925,1168.775,-399.6847031051925,-8.344148290296296
"1515 W Maple Ave, Meridian, ID 83642",519900,https://www.zillow.com/homedetails/1515-W-Maple-Ave-Meridian-ID-83642/79634571_zpid/,4.0,2.0,1752,2,New,FOR_SALE,Duplex,MULTI_FAMILY,Meridian,ID,83642,43.615795,-116.4128,79634571,4000.0,4000.0,296.74657534246575,6238.8,103980.0,415920.0,2837.3075840097063,519.9,151.6375,200.0,200.0,320.0,200.0,4428.845084009707,2408.4625,-428.8450840097066,-4.949164270163954
"691 W Barrett St, Meridian, ID 83642",315000,https://www.zillow.com/homedetails/691-W-Barrett-St-Meridian-ID-83642/72683266_zpid/,2.0,2.0,1008,1,Active,FOR_SALE,,TOWNHOUSE,Meridian,ID,83642,43.602238,-116.402145,72683266,2000.0,2000.0,312.5,3780.0,63000.0,252000.0,1719.084225741599,315.0,91.875,100.0,100.0,160.0,100.0,2585.959225741599,1133.125,-585.9592257415989,-11.161128109363789
"Ashby Plan, Newkirk",389900,https://www.zillow.com/community/newkirk/460682102_zpid/,3.0,3.0,1643,1,New construction,FOR_SALE,,TOWNHOUSE,Meridian,ID,83642,43.608215,-116.44767,460682102,2000.0,2000.0,237.30979914790018,4678.8,77980.0,311920.0,2127.8442527512684,389.90000000000003,113.72083333333332,100.0,100.0,160.0,100.0,3091.465086084602,1036.3791666666666,-1091.4650860846018,-16.79607724161993
"Plan 1265 Plan, Pivot Pointe",389990,https://www.zillow.com/community/pivot-pointe/458226763_zpid/,3.0,2.0,1265,1,New construction,FOR_SALE,,SINGLE_FAMILY,Meridian,ID,83642,43.611877,-116.45178,458226763,2000.0,2000.0,308.29249011857706,4679.88,77998.0,311992.0,2128.3354196729088,389.99,113.74708333333332,100.0,100.0,160.0,100.0,3092.0725030062417,1036.2629166666666,-1092.0725030062417,-16.8015462397432
"401 N Zimmerman Way, Meridian, ID 83642",399900,https://www.zillow.com/homedetails/401-N-Zimmerman-Way-Meridian-ID-83642/462541472_zpid/,3.0,3.0,1635,1,New,FOR_SALE,,TOWNHOUSE,Meridian,ID,83642,43.608402,-116.44666,462541472,2000.0,2000.0,244.58715596330276,4798.8,79980.0,319920.0,2182.4183551557635,399.90000000000003,116.63749999999999,100.0,100.0,160.0,100.0,3158.9558551557634,1023.4625,-1158.9558551557634,-17.388684998586097
"422 N Fritts Ave, Meridian, ID 83642",399900,https://www.zillow.com/homedetails/422-N-Fritts-Ave-Meridian-ID-83642/462031133_zpid/,3.0,3.0,1635,1,Active,FOR_SALE,,TOWNHOUSE,Meridian,ID,83642,43.608555,-116.447136,462031133,2000.0,2000.0,244.58715596330276,4798.8,79980.0,319920.0,2182.4183551557635,399.90000000000003,116.63749999999999,100.0,100.0,160.0,100.0,3158.9558551557634,1023.4625,-1158.9558551557634,-17.388684998586097
"406 N Fritts Ave, Meridian, ID 83642",399900,https://www.zillow.com/homedetails/406-N-Fritts-Ave-Meridian-ID-83642/461681834_zpid/,3.0,3.0,1635,1,Active,FOR_SALE,,TOWNHOUSE,Meridian,ID,83642,43.608437,-116.44719,461681834,2000.0,2000.0,244.58715596330276,4798.8,79980.0,319920.0,2182.4183551557635,399.90000000000003,116.63749999999999,100.0,100.0,160.0,100.0,3158.9558551557634,1023.4625,-1158.9558551557634,-17.388684998586097
"1239 N Victor Way, Meridian, ID 83642",399999,https://www.zillow.com/homedetails/1239-N-Victor-Way-Meridian-ID-83642/79669925_zpid/,2.0,2.0,1186,1,Active,FOR_SALE,,SINGLE_FAMILY,Meridian,ID,83642,43.61619,-116.4323,79669925,2000.0,2000.0,337.2672849915683,4799.988,79999.8,319999.2,2182.958638769568,399.999,116.666375,100.0,100.0,160.0,100.0,3159.6240137695677,1023.334625,-1159.6240137695677,-17.394403692552746
"1653 E Horse Creek Ct, Meridian, ID 83642",404900,https://www.zillow.com/homedetails/1653-E-Horse-Creek-Ct-Meridian-ID-83642/83164403_zpid/,3.0,2.0,1631,1,Active,FOR_SALE,,TOWNHOUSE,Meridian,ID,83642,43.57943,-116.37368,83164403,2000.0,2000.0,248.25260576333537,4858.8,80980.0,323920.0,2209.7054063580113,404.90000000000003,118.09583333333332,100.0,100.0,160.0,100.0,3192.7012396913447,1017.0041666666666,-1192.7012396913447,-17.67401194899498
"1129 W Giantsbane Dr, Meridian, ID 83642",404995,https://www.zillow.com/homedetails/1129-W-Giantsbane-Dr-Meridian-ID-83642/461234193_zpid/,3.0,2.0,1558,1,Active,FOR_SALE,,SINGLE_FAMILY,Meridian,ID,83642,43.528656,-116.40781,461234193,2000.0,2000.0,259.9454428754814,4859.9400000000005,80999.0,323996.0,2210.2238603308538,404.99500000000006,118.12354166666665,100.0,100.0,160.0,100.0,3193.3424019975205,1016.8814583333333,-1193.3424019975205,-17.6793649600245
"1310 N Gallant Ln, Meridian, ID 83642",413900,https://www.zillow.com/homedetails/1310-N-Gallant-Ln-Meridian-ID-83642/79659180_zpid/,3.0,2.0,1386,1,Active,FOR_SALE,,TOWNHOUSE,Meridian,ID,83642,43.616814,-116.37625,79659180,2000.0,2000.0,298.62914862914863,4966.8,82780.0,331120.0,2258.822098522057,413.90000000000003,120.72083333333332,100.0,100.0,160.0,100.0,3253.4429318553903,1005.3791666666666,-1253.4429318553903,-18.170228536197975
"1849 E Horse Creek Ct, Meridian, ID 83642",415900,https://www.zillow.com/homedetails/1849-E-Horse-Creek-Ct-Meridian-ID-83642/83169146_zpid/,3.0,2.0,1891,1,Active,FOR_SALE,,TOWNHOUSE,Meridian,ID,83642,43.579548,-116.37175,83169146,2000.0,2000.0,219.93654151242728,4990.8,83180.0,332720.0,2269.736919002956,415.90000000000003,121.30416666666666,100.0,100.0,160.0,100.0,3266.9410856696227,1002.7958333333333,-1266.9410856696227,-18.27758238523139
"4250 S Mitman Way, Meridian, ID 83642",420000,https://www.zillow.com/homedetails/4250-S-Mitman-Way-Meridian-ID-83642/83173347_zpid/,3.0,3.0,1596,1,Active,FOR_SALE,,SINGLE_FAMILY,Meridian,ID,83642,43.566147,-116.37262,83173347,2000.0,2000.0,263.1578947368421,5040.0,84000.0,336000.0,2292.112300988799,420.0,122.49999999999999,100.0,100.0,160.0,100.0,3294.612300988799,997.5,-1294.6123009887988,-18.494461442697123
"4055 W Bunny Hill Ln, Meridian, ID 83642",649900,https://www.zillow.com/homedetails/4055-W-Bunny-Hill-Ln-Meridian-ID-83642/2058431419_zpid/,6.0,4.0,3376,2,Active,FOR_SALE,Duplex,MULTI_FAMILY,Meridian,ID,83642,43.60724,-116.44438,2058431419,4000.0,4000.0,192.5059241706161,7798.8,129980.0,519920.0,3546.7709152681437,649.9,189.55416666666665,200.0,200.0,320.0,200.0,5306.22508193481,2240.5458333333336,-1306.22508193481,-12.059317574409695
"3306 W Remembrance Dr, Meridian, ID 83642",424900,https://www.zillow.com/homedetails/3306-W-Remembrance-Dr-Meridian-ID-83642/336014740_zpid/,3.0,2.0,1699,1,New,FOR_SALE,,SINGLE_FAMILY,Meridian,ID,83642,43.545277,-116.435005,336014740,2000.0,2000.0,250.08828722778105,5098.8,84980.0,339920.0,2318.8536111670014,424.90000000000003,123.92916666666666,100.0,100.0,160.0,100.0,3327.6827778336683,991.1708333333333,-1327.6827778336683,-18.748168197227606
"5994 S Donaway Ave, Meridian, ID 83642",425000,https://www.zillow.com/homedetails/5994-S-Donaway-Ave-Meridian-ID-83642/331267627_zpid/,3.0,2.0,1699,1,Active,FOR_SALE,,SINGLE_FAMILY,Meridian,ID,83642,43.55031,-116.43429,331267627,2000.0,2000.0,250.14714537963508,5100.0,85000.0,340000.0,2319.3993521910465,425.0,123.95833333333331,100.0,100.0,160.0,100.0,3328.35768552438,991.0416666666667,-1328.35768552438,-18.753284972108894
"5928 S Nordean Ave #204, Meridian, ID 83642",426450,https://www.zillow.com/homedetails/5928-S-Nordean-Ave-204-Meridian-ID-83642/462088901_zpid/,4.0,3.0,2109,1,Active,FOR_SALE,,SINGLE_FAMILY,Meridian,ID,83642,43.55098,-116.43527,462088901,2000.0,2000.0,202.20483641536273,5117.400000000001,85290.0,341160.0,2327.312597039698,426.45000000000005,124.38124999999998,100.0,100.0,160.0,100.0,3338.1438470396984,989.1687499999999,-1338.1438470396984,-18.8272085408329
"3697 W La Brea Dr, Meridian, ID 83642",429000,https://www.zillow.com/homedetails/3697-W-La-Brea-Dr-Meridian-ID-83642/339432335_zpid/,3.0,2.0,1447,1,Active,FOR_SALE,,SINGLE_FAMILY,Meridian,ID,83642,43.554268,-116.439995,339432335,2000.0,2000.0,296.4754664823773,5148.0,85800.0,343200.0,2341.228993152845,429.0,125.12499999999999,100.0,100.0,160.0,100.0,3355.353993152845,985.875,-1355.3539931528449,-18.955999904235593
"627 N Kayden Way, Meridian, ID 83642",429900,https://www.zillow.com/homedetails/627-N-Kayden-Way-Meridian-ID-83642/83170389_zpid/,3.0,2.0,1500,1,Active,FOR_SALE,,SINGLE_FAMILY,Meridian,ID,83642,43.610596,-116.447426,83170389,2000.0,2000.0,286.6,5158.8,85980.0,343920.0,2346.140662369249,429.90000000000003,125.38749999999999,100.0,100.0,160.0,100.0,3361.428162369249,984.7125,-1361.428162369249,-19.00109089140613
"4115 E Blueberry St, Meridian, ID 83642",429900,https://www.zillow.com/homedetails/4115-E-Blueberry-St-Meridian-ID-83642/331268782_zpid/,3.0,2.0,1358,1,Active,FOR_SALE,,TOWNHOUSE,Meridian,ID,83642,43.588055,-116.34304,331268782,2000.0,2000.0,316.5684830633284,5158.8,85980.0,343920.0,2346.140662369249,429.90000000000003,125.38749999999999,100.0,100.0,160.0,100.0,3361.428162369249,984.7125,-1361.428162369249,-19.00109089140613
"353 S Calf Creek Ave, Meridian, ID 83642",439900,https://www.zillow.com/homedetails/353-S-Calf-Creek-Ave-Meridian-ID-83642/339431405_zpid/,3.0,3.0,2093,1,Active,FOR_SALE,,SINGLE_FAMILY,Meridian,ID,83642,43.60163,-116.44632,339431405,2000.0,2000.0,210.17677974199714,5278.8,87980.0,351920.0,2400.7147647737447,439.90000000000003,128.30416666666665,100.0,100.0,160.0,100.0,3428.9189314404116,971.7958333333333,-1428.9189314404116,-19.48968763046708
"1774 E Hadler St, Meridian, ID 83642",455000,https://www.zillow.com/homedetails/1774-E-Hadler-St-Meridian-ID-83642/461618047_zpid/,3.0,2.0,1466,1,Active,FOR_SALE,,SINGLE_FAMILY,Meridian,ID,83642,43.538834,-116.372154,461618047,2000.0,2000.0,310.36834924965893,5460.0,91000.0,364000.0,2483.121659404532,455.0,132.70833333333331,100.0,100.0,160.0,100.0,3530.8299927378653,952.2916666666667,-1530.8299927378653,-20.18676913500482
"4038 W Peak Cloud Dr, Meridian, ID 83642",459900,https://www.zillow.com/homedetails/4038-W-Peak-Cloud-Dr-Meridian-ID-83642/336012989_zpid/,3.0,2.0,1848,1,Active,FOR_SALE,,SINGLE_FAMILY,Meridian,ID,83642,43.6044,-116.4445,336012989,2000.0,2000.0,248.86363636363637,5518.8,91980.0,367920.0,2509.8629695827344,459.90000000000003,134.1375,100.0,100.0,160.0,100.0,3563.9004695827343,945.9625000000001,-1563.9004695827343,-20.403137241783877
"3515 E Cedarhurst Dr, Meridian, ID 83642",464000,https://www.zillow.com/homedetails/3515-E-Cedarhurst-Dr-Meridian-ID-83642/461673245_zpid/,3.0,2.0,1392,1,Active,FOR_SALE,,SINGLE_FAMILY,Meridian,ID,83642,43.54073,-116.350426,461673245,2000.0,2000.0,333.3333333333333,5568.0,92800.0,371200.0,2532.2383515685774,464.0,135.33333333333331,100.0,100.0,160.0,100.0,3591.571684901911,940.6666666666667,-1591.5716849019109,-20.58066833924885
"1539 W Braden Dr, Meridian, ID 83642",465990,https://www.zillow.com/homedetails/1539-W-Braden-Dr-Meridian-ID-83642/462440616_zpid/,3.0,3.0,1650,1,Active,FOR_SALE,,SINGLE_FAMILY,Meridian,ID,83642,43.55046,-116.413,462440616,2000.0,2000.0,282.41818181818184,5591.88,93198.0,372792.0,2543.098597947072,465.99,135.91375,100.0,100.0,160.0,100.0,3605.0023479470724,938.09625,-1605.0023479470724,-20.665709752746697
"303 W Pine Ave, Meridian, ID 83642",470000,https://www.zillow.com/homedetails/303-W-Pine-Ave-Meridian-ID-83642/79612102_zpid/,4.0,2.0,2138,1,New,FOR_SALE,,SINGLE_FAMILY,Meridian,ID,83642,43.611713,-116.397415,79612102,2000.0,2000.0,219.83161833489243,5640.0,94000.0,376000.0,2564.9828130112746,470.0,137.08333333333331,100.0,100.0,160.0,100.0,3632.066146344608,932.9166666666667,-1632.0661463446081,-20.834886974612015
"1802 W Heavy Timber Dr, Meridian, ID 83642",472000,https://www.zillow.com/homedetails/1802-W-Heavy-Timber-Dr-Meridian-ID-83642/116161042_zpid/,3.0,3.0,1961,1,Active,FOR_SALE,,SINGLE_FAMILY,Meridian,ID,83642,43.586014,-116.41643,116161042,2000.0,2000.0,240.69352371239162,5664.0,94400.0,377600.0,2575.897633492174,472.0,137.66666666666666,100.0,100.0,160.0,100.0,3645.5643001588405,930.3333333333335,-1645.5643001588405,-20.918190256256448
"Havasu Plan, Hadler",474800,https://www.zillow.com/community/hadler/461620655_zpid/,3.0,2.0,1589,1,New construction,FOR_SALE,,SINGLE_FAMILY,Meridian,ID,83642,43.53868,-116.3714,461620655,2000.0,2000.0,298.8042794210195,5697.6,94960.0,379840.0,2591.1783821654326,474.8,138.48333333333332,100.0,100.0,160.0,100.0,3664.461715498766,926.7166666666667,-1664.461715498766,-21.033635831913635
"1987 E Party Jet St, Meridian, ID 83642",474900,https://www.zillow.com/homedetails/1987-E-Party-Jet-St-Meridian-ID-83642/79640567_zpid/,3.0,3.0,1864,1,Coming Soon,FOR_SALE,,SINGLE_FAMILY,Meridian,ID,83642,43.582466,-116.369774,79640567,2000.0,2000.0,254.77467811158797,5698.8,94980.0,379920.0,2591.7241231894773,474.90000000000003,138.5125,100.0,100.0,160.0,100.0,3665.136623189477,926.5875000000001,-1665.1366231894772,-21.037733710542984
"1533 W Braden Dr, Meridian, ID 83642",475990,https://www.zillow.com/homedetails/1533-W-Braden-Dr-Meridian-ID-83642/462440761_zpid/,3.0,3.0,1851,1,Active,FOR_SALE,,SINGLE_FAMILY,Meridian,ID,83642,43.550434,-116.41288,462440761,2000.0,2000.0,257.1528903295516,5711.88,95198.0,380792.0,2597.6727003515675,475.99,138.83041666666665,100.0,100.0,160.0,100.0,3672.4931170182344,925.1795833333333,-1672.4931170182344,-21.08228891806426
"1761 E Hadler St, Meridian, ID 83642",484800,https://www.zillow.com/homedetails/1761-E-Hadler-St-Meridian-ID-83642/462475513_zpid/,3.0,2.0,1589,1,Active,FOR_SALE,,SINGLE_FAMILY,Meridian,ID,83642,43.53855,-116.372345,462475513,2000.0,2000.0,305.09754562617996,5817.6,96960.0,387840.0,2645.7524845699277,484.8,141.39999999999998,100.0,100.0,160.0,100.0,3731.952484569928,913.8,-1731.952484569928,-21.43505550210307
"3630 S Murlo Ave, Meridian, ID 83642",489900,https://www.zillow.com/homedetails/3630-S-Murlo-Ave-Meridian-ID-83642/79674232_zpid/,4.0,3.0,2106,1,Active,FOR_SALE,,SINGLE_FAMILY,Meridian,ID,83642,43.571693,-116.37508,79674232,2000.0,2000.0,232.62108262108262,5878.8,97980.0,391920.0,2673.58527679622,489.90000000000003,142.8875,100.0,100.0,160.0,100.0,3766.37277679622,907.2125000000001,-1766.37277679622,-21.63346940350545
"7102 S Cascabel Ln, Meridian, ID 83642",492800,https://www.zillow.com/homedetails/7102-S-Cascabel-Ln-Meridian-ID-83642/441935135_zpid/,3.0,2.0,1390,1,Active,FOR_SALE,,SINGLE_FAMILY,Meridian,ID,83642,43.540268,-116.34767,441935135,2000.0,2000.0,354.53237410071944,5913.6,98560.0,394240.0,2689.411766493524,492.8,143.73333333333332,100.0,100.0,160.0,100.0,3785.945099826857,903.4666666666667,-1785.9450998268571,-21.744461442697126
"2763 E Deerhill Dr, Meridian, ID 83642",495000,https://www.zillow.com/homedetails/2763-E-Deerhill-Dr-Meridian-ID-83642/83120224_zpid/,3.0,3.0,1876,1,Active,FOR_SALE,,SINGLE_FAMILY,Meridian,ID,83642,43.56789,-116.35978,83120224,2000.0,2000.0,263.8592750533049,5940.0,99000.0,396000.0,2701.418069022513,495.0,144.37499999999997,100.0,100.0,160.0,100.0,3800.793069022513,900.625,-1800.793069022513,-21.82779477603046
"6025 S Catria Pl, Meridian, ID 83642",498900,https://www.zillow.com/homedetails/6025-S-Catria-Pl-Meridian-ID-83642/339431573_zpid/,3.0,3.0,1765,1,Active,FOR_SALE,,SINGLE_FAMILY,Meridian,ID,83642,43.550106,-116.432594,339431573,2000.0,2000.0,282.6628895184136,5986.8,99780.0,399120.0,2722.701968960266,498.90000000000003,145.5125,100.0,100.0,160.0,100.0,3827.114468960266,895.5875000000001,-1827.114468960266,-21.973715802288226
"5560 W Belvedere Ln, Meridian, ID 83642",499000,https://www.zillow.com/homedetails/5560-W-Belvedere-Ln-Meridian-ID-83642/348918096_zpid/,,,,1,Active,FOR_SALE,,LOT,Meridian,ID,83642,43.593304,-116.46199,348918096,2000.0,2000.0,,5988.0,99800.0,399200.0,2723.247709984311,499.0,145.54166666666666,100.0,100.0,160.0,100.0,3827.7893766509774,895.4583333333335,-1827.7893766509774,-21.97742737456085
"1384 E Palermo St, Meridian, ID 83642",499900,https://www.zillow.com/homedetails/1384-E-Palermo-St-Meridian-ID-83642/79630651_zpid/,4.0,3.0,1868,1,Active,FOR_SALE,,SINGLE_FAMILY,Meridian,ID,83642,43.571014,-116.37715,79630651,2000.0,2000.0,267.6124197002141,5998.8,99980.0,399920.0,2728.1593792007156,499.90000000000003,145.80416666666665,100.0,100.0,160.0,100.0,3833.8635458673825,894.2958333333333,-1833.8635458673825,-22.01076470334926
"714 W Calderwood St, Meridian, ID 83642",499900,https://www.zillow.com/homedetails/714-W-Calderwood-St-Meridian-ID-83642/79693587_zpid/,4.0,3.0,1689,1,Active,FOR_SALE,,SINGLE_FAMILY,Meridian,ID,83642,43.58622,-116.402504,79693587,2000.0,2000.0,295.9739490822972,5998.8,99980.0,399920.0,2728.1593792007156,499.90000000000003,145.80416666666665,100.0,100.0,160.0,100.0,3833.8635458673825,894.2958333333333,-1833.8635458673825,-22.01076470334926
"2215 S Border Way, Meridian, ID 83642",499990,https://www.zillow.com/homedetails/2215-S-Border-Way-Meridian-ID-83642/462300598_zpid/,3.0,2.0,1694,1,Active,FOR_SALE,,SINGLE_FAMILY,Meridian,ID,83642,43.58503,-116.42926,462300598,2000.0,2000.0,295.15348288075563,5999.88,99998.0,399992.0,2728.650546122356,499.99,145.83041666666665,100.0,100.0,160.0,100.0,3834.4709627890225,894.1795833333333,-1834.4709627890225,-22.014091835304974
"4132 E Silverking Ln, Meridian, ID 83642",505000,https://www.zillow.com/homedetails/4132-E-Silverking-Ln-Meridian-ID-83642/249556579_zpid/,2.0,2.0,1838,1,Active,FOR_SALE,,TOWNHOUSE,Meridian,ID,83642,43.58756,-116.342834,249556579,2000.0,2000.0,274.7551686615887,6060.0,101000.0,404000.0,2755.992171427008,505.0,147.29166666666666,100.0,100.0,160.0,100.0,3868.2838380936746,887.7083333333335,-1868.2838380936746,-22.197431739726827
"8425 S Wavecrest Ave, Meridian, ID 83642",509000,https://www.zillow.com/homedetails/8425-S-Wavecrest-Ave-Meridian-ID-83642/462531620_zpid/,3.0,2.0,1688,1,New construction,FOR_SALE,,SINGLE_FAMILY,Meridian,ID,83642,43.528217,-116.41702,462531620,2000.0,2000.0,301.54028436018956,6108.0,101800.0,407200.0,2777.8218123888064,509.0,148.45833333333331,100.0,100.0,160.0,100.0,3895.28014572214,882.5416666666667,-1895.2801457221399,-22.341219792402438
"7111 S Cascabel Ln, Meridian, ID 83642",511800,https://www.zillow.com/homedetails/7111-S-Cascabel-Ln-Meridian-ID-83642/441935658_zpid/,3.0,2.0,1546,1,Active,FOR_SALE,,SINGLE_FAMILY,Meridian,ID,83642,43.540176,-116.34808,441935658,2000.0,2000.0,331.0478654592497,6141.6,102360.0,409440.0,2793.1025610620645,511.8,149.27499999999998,100.0,100.0,160.0,100.0,3914.177561062065,878.925,-1914.1775610620648,-22.440534127339564
"1710 W Woodington St, Meridian, ID 83642",515000,https://www.zillow.com/homedetails/1710-W-Woodington-St-Meridian-ID-83642/116160943_zpid/,3.0,3.0,2017,1,Active,FOR_SALE,,SINGLE_FAMILY,Meridian,ID,83642,43.58626,-116.41508,116160943,2000.0,2000.0,255.32969757064947,6180.0,103000.0,412000.0,2810.5662738315036,515.0,150.20833333333331,100.0,100.0,160.0,100.0,3935.774607164837,874.7916666666667,-1935.774607164837,-22.552713869881597
"1344 N Crestmont Dr, Meridian, ID 83642",515900,https://www.zillow.com/homedetails/1344-N-Crestmont-Dr-Meridian-ID-83642/79683999_zpid/,4.0,3.0,2102,1,Active,FOR_SALE,,SINGLE_FAMILY,Meridian,ID,83642,43.616905,-116.399666,79683999,2000.0,2000.0,245.43292102759276,6190.8,103180.0,412720.0,2815.4779430479075,515.9,150.47083333333333,100.0,100.0,160.0,100.0,3941.848776381241,873.6291666666666,-1941.848776381241,-22.584013681503095
"2741 W Marbeth Dr, Meridian, ID 83642",519900,https://www.zillow.com/homedetails/2741-W-Marbeth-Dr-Meridian-ID-83642/241993775_zpid/,5.0,3.0,2390,1,Active,FOR_SALE,,SINGLE_FAMILY,Meridian,ID,83642,43.61084,-116.427826,241993775,2000.0,2000.0,217.53138075313808,6238.8,103980.0,415920.0,2837.3075840097063,519.9,151.6375,100.0,100.0,160.0,100.0,3968.845084009706,868.4625000000001,-1968.8450840097062,-22.72181285643054
"3907 W Maypearl St, Meridian, ID 83642",524900,https://www.zillow.com/homedetails/3907-W-Maypearl-St-Meridian-ID-83642/457905709_zpid/,4.0,2.0,2126,1,Active,FOR_SALE,,SINGLE_FAMILY,Meridian,ID,83642,43.539654,-116.44249,457905709,2000.0,2000.0,246.89557855126998,6298.8,104980.0,419920.0,2864.5946352119536,524.9,153.09583333333333,100.0,100.0,160.0,100.0,4002.590468545287,862.0041666666666,-2002.590468545287,-22.891108423074343
"3862 E Collingwood St, Meridian, ID 83642",525000,https://www.zillow.com/homedetails/3862-E-Collingwood-St-Meridian-ID-83642/336013637_zpid/,3.0,2.0,1515,1,New,FOR_SALE,,SINGLE_FAMILY,Meridian,ID,83642,43.548355,-116.34613,336013637,2000.0,2000.0,346.53465346534654,6300.0,105000.0,420000.0,2865.1403762359982,525.0,153.12499999999997,100.0,100.0,160.0,100.0,4003.2653762359982,861.875,-2003.2653762359982,-22.89446144269712
"1918 E Springloyd St, Meridian, ID 83642",532900,https://www.zillow.com/homedetails/1918-E-Springloyd-St-Meridian-ID-83642/460401135_zpid/,4.0,3.0,2116,1,Active,FOR_SALE,,SINGLE_FAMILY,Meridian,ID,83642,43.574635,-116.37057,460401135,2000.0,2000.0,251.8431001890359,6394.8,106580.0,426320.0,2908.2539171355497,532.9,155.42916666666665,100.0,100.0,160.0,100.0,4056.5830838022166,851.6708333333333,-2056.5830838022166,-23.15537343368981
"3676 S Ascaino Ave, Meridian, ID 83642",540000,https://www.zillow.com/homedetails/3676-S-Ascaino-Ave-Meridian-ID-83642/79699127_zpid/,4.0,3.0,2576,1,Active,FOR_SALE,,SINGLE_FAMILY,Meridian,ID,83642,43.571228,-116.37761,79699127,2000.0,2000.0,209.6273291925466,6480.0,108000.0,432000.0,2947.001529842741,540.0,157.49999999999997,100.0,100.0,160.0,100.0,4104.501529842741,842.5,-2104.5015298427406,-23.383350331586005
